time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,new_la_code,la_name,sex_of_school_description,phase_type_grouping,type_of_establishment,denomination,admissions_policy,urban_rural,academy_flag,number_of_schools,headcount_of_pupils
202324,Academic year,Local authority,E92000001,England,North West,E12000002,350,E08000001,Bolton,Total,Independent school,Total,Total,Total,Total,Total,10,3106
202324,Academic year,Local authority,E92000001,England,North West,E12000002,350,E08000001,Bolton,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,103
202324,Academic year,Local authority,E92000001,England,North West,E12000002,350,E08000001,Bolton,Total,State-funded AP school,Total,Total,Total,Total,Total,3,122
202324,Academic year,Local authority,E92000001,England,North West,E12000002,350,E08000001,Bolton,Total,State-funded nursery,Total,Total,Total,Total,Total,2,221
202324,Academic year,Local authority,E92000001,England,North West,E12000002,350,E08000001,Bolton,Total,State-funded primary,Total,Total,Total,Total,Total,97,30473
202324,Academic year,Local authority,E92000001,England,North West,E12000002,350,E08000001,Bolton,Total,State-funded secondary,Total,Total,Total,Total,Total,20,22198
202324,Academic year,Local authority,E92000001,England,North West,E12000002,350,E08000001,Bolton,Total,State-funded special school,Total,Total,Total,Total,Total,6,1086
202324,Academic year,Local authority,E92000001,England,North West,E12000002,350,E08000001,Bolton,Total,Total,Total,Total,Total,Total,Total,139,57309
202324,Academic year,Local authority,E92000001,England,North West,E12000002,351,E08000002,Bury,Total,Independent school,Total,Total,Total,Total,Total,7,1918
202324,Academic year,Local authority,E92000001,England,North West,E12000002,351,E08000002,Bury,Total,State-funded AP school,Total,Total,Total,Total,Total,1,117
202324,Academic year,Local authority,E92000001,England,North West,E12000002,351,E08000002,Bury,Total,State-funded nursery,Total,Total,Total,Total,Total,1,84
202324,Academic year,Local authority,E92000001,England,North West,E12000002,351,E08000002,Bury,Total,State-funded primary,Total,Total,Total,Total,Total,64,17105
202324,Academic year,Local authority,E92000001,England,North West,E12000002,351,E08000002,Bury,Total,State-funded secondary,Total,Total,Total,Total,Total,13,11454
202324,Academic year,Local authority,E92000001,England,North West,E12000002,351,E08000002,Bury,Total,State-funded special school,Total,Total,Total,Total,Total,4,521
202324,Academic year,Local authority,E92000001,England,North West,E12000002,351,E08000002,Bury,Total,Total,Total,Total,Total,Total,Total,90,31199
202324,Academic year,Local authority,E92000001,England,North West,E12000002,352,E08000003,Manchester,Total,Independent school,Total,Total,Total,Total,Total,19,5785
202324,Academic year,Local authority,E92000001,England,North West,E12000002,352,E08000003,Manchester,Total,State-funded AP school,Total,Total,Total,Total,Total,2,326
202324,Academic year,Local authority,E92000001,England,North West,E12000002,352,E08000003,Manchester,Total,State-funded nursery,Total,Total,Total,Total,Total,2,97
202324,Academic year,Local authority,E92000001,England,North West,E12000002,352,E08000003,Manchester,Total,State-funded primary,Total,Total,Total,Total,Total,135,54413
202324,Academic year,Local authority,E92000001,England,North West,E12000002,352,E08000003,Manchester,Total,State-funded secondary,Total,Total,Total,Total,Total,33,36932
202324,Academic year,Local authority,E92000001,England,North West,E12000002,352,E08000003,Manchester,Total,State-funded special school,Total,Total,Total,Total,Total,14,2521
202324,Academic year,Local authority,E92000001,England,North West,E12000002,352,E08000003,Manchester,Total,Total,Total,Total,Total,Total,Total,205,100074
202324,Academic year,Local authority,E92000001,England,North West,E12000002,353,E08000004,Oldham,Total,Independent school,Total,Total,Total,Total,Total,13,1600
202324,Academic year,Local authority,E92000001,England,North West,E12000002,353,E08000004,Oldham,Total,State-funded AP school,Total,Total,Total,Total,Total,1,61
202324,Academic year,Local authority,E92000001,England,North West,E12000002,353,E08000004,Oldham,Total,State-funded primary,Total,Total,Total,Total,Total,86,26064
202324,Academic year,Local authority,E92000001,England,North West,E12000002,353,E08000004,Oldham,Total,State-funded secondary,Total,Total,Total,Total,Total,14,18536
202324,Academic year,Local authority,E92000001,England,North West,E12000002,353,E08000004,Oldham,Total,State-funded special school,Total,Total,Total,Total,Total,6,1462
202324,Academic year,Local authority,E92000001,England,North West,E12000002,353,E08000004,Oldham,Total,Total,Total,Total,Total,Total,Total,120,47723
202324,Academic year,Local authority,E92000001,England,North West,E12000002,354,E08000005,Rochdale,Total,Independent school,Total,Total,Total,Total,Total,8,500
202324,Academic year,Local authority,E92000001,England,North West,E12000002,354,E08000005,Rochdale,Total,State-funded AP school,Total,Total,Total,Total,Total,1,164
202324,Academic year,Local authority,E92000001,England,North West,E12000002,354,E08000005,Rochdale,Total,State-funded nursery,Total,Total,Total,Total,Total,2,141
202324,Academic year,Local authority,E92000001,England,North West,E12000002,354,E08000005,Rochdale,Total,State-funded primary,Total,Total,Total,Total,Total,69,22923
202324,Academic year,Local authority,E92000001,England,North West,E12000002,354,E08000005,Rochdale,Total,State-funded secondary,Total,Total,Total,Total,Total,13,14449
202324,Academic year,Local authority,E92000001,England,North West,E12000002,354,E08000005,Rochdale,Total,State-funded special school,Total,Total,Total,Total,Total,4,675
202324,Academic year,Local authority,E92000001,England,North West,E12000002,354,E08000005,Rochdale,Total,Total,Total,Total,Total,Total,Total,97,38852
202324,Academic year,Local authority,E92000001,England,North West,E12000002,355,E08000006,Salford,Total,Independent school,Total,Total,Total,Total,Total,29,6096
202324,Academic year,Local authority,E92000001,England,North West,E12000002,355,E08000006,Salford,Total,State-funded AP school,Total,Total,Total,Total,Total,4,200
202324,Academic year,Local authority,E92000001,England,North West,E12000002,355,E08000006,Salford,Total,State-funded primary,Total,Total,Total,Total,Total,76,24396
202324,Academic year,Local authority,E92000001,England,North West,E12000002,355,E08000006,Salford,Total,State-funded secondary,Total,Total,Total,Total,Total,16,13357
202324,Academic year,Local authority,E92000001,England,North West,E12000002,355,E08000006,Salford,Total,State-funded special school,Total,Total,Total,Total,Total,4,987
202324,Academic year,Local authority,E92000001,England,North West,E12000002,355,E08000006,Salford,Total,Total,Total,Total,Total,Total,Total,129,45036
202324,Academic year,Local authority,E92000001,England,North West,E12000002,356,E08000007,Stockport,Total,Independent school,Total,Total,Total,Total,Total,17,4420
202324,Academic year,Local authority,E92000001,England,North West,E12000002,356,E08000007,Stockport,Total,Non-maintained special school,Total,Total,Total,Total,Total,2,175
202324,Academic year,Local authority,E92000001,England,North West,E12000002,356,E08000007,Stockport,Total,State-funded AP school,Total,Total,Total,Total,Total,3,167
202324,Academic year,Local authority,E92000001,England,North West,E12000002,356,E08000007,Stockport,Total,State-funded nursery,Total,Total,Total,Total,Total,4,363
202324,Academic year,Local authority,E92000001,England,North West,E12000002,356,E08000007,Stockport,Total,State-funded primary,Total,Total,Total,Total,Total,86,26194
202324,Academic year,Local authority,E92000001,England,North West,E12000002,356,E08000007,Stockport,Total,State-funded secondary,Total,Total,Total,Total,Total,14,16225
202324,Academic year,Local authority,E92000001,England,North West,E12000002,356,E08000007,Stockport,Total,State-funded special school,Total,Total,Total,Total,Total,6,779
202324,Academic year,Local authority,E92000001,England,North West,E12000002,356,E08000007,Stockport,Total,Total,Total,Total,Total,Total,Total,132,48323
202324,Academic year,Local authority,E92000001,England,North West,E12000002,357,E08000008,Tameside,Total,Independent school,Total,Total,Total,Total,Total,7,207
202324,Academic year,Local authority,E92000001,England,North West,E12000002,357,E08000008,Tameside,Total,State-funded AP school,Total,Total,Total,Total,Total,1,160
202324,Academic year,Local authority,E92000001,England,North West,E12000002,357,E08000008,Tameside,Total,State-funded primary,Total,Total,Total,Total,Total,76,21702
202324,Academic year,Local authority,E92000001,England,North West,E12000002,357,E08000008,Tameside,Total,State-funded secondary,Total,Total,Total,Total,Total,16,14980
202324,Academic year,Local authority,E92000001,England,North West,E12000002,357,E08000008,Tameside,Total,State-funded special school,Total,Total,Total,Total,Total,5,844
202324,Academic year,Local authority,E92000001,England,North West,E12000002,357,E08000008,Tameside,Total,Total,Total,Total,Total,Total,Total,105,37893
202324,Academic year,Local authority,E92000001,England,North West,E12000002,358,E08000009,Trafford,Total,Independent school,Total,Total,Total,Total,Total,10,1819
202324,Academic year,Local authority,E92000001,England,North West,E12000002,358,E08000009,Trafford,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,119
202324,Academic year,Local authority,E92000001,England,North West,E12000002,358,E08000009,Trafford,Total,State-funded AP school,Total,Total,Total,Total,Total,1,52
202324,Academic year,Local authority,E92000001,England,North West,E12000002,358,E08000009,Trafford,Total,State-funded primary,Total,Total,Total,Total,Total,63,22798
202324,Academic year,Local authority,E92000001,England,North West,E12000002,358,E08000009,Trafford,Total,State-funded secondary,Total,Total,Total,Total,Total,19,20026
202324,Academic year,Local authority,E92000001,England,North West,E12000002,358,E08000009,Trafford,Total,State-funded special school,Total,Total,Total,Total,Total,7,878
202324,Academic year,Local authority,E92000001,England,North West,E12000002,358,E08000009,Trafford,Total,Total,Total,Total,Total,Total,Total,101,45692
202324,Academic year,Local authority,E92000001,England,North West,E12000002,359,E08000010,Wigan,Total,Independent school,Total,Total,Total,Total,Total,9,263
202324,Academic year,Local authority,E92000001,England,North West,E12000002,359,E08000010,Wigan,Total,State-funded AP school,Total,Total,Total,Total,Total,1,131
202324,Academic year,Local authority,E92000001,England,North West,E12000002,359,E08000010,Wigan,Total,State-funded nursery,Total,Total,Total,Total,Total,2,186
202324,Academic year,Local authority,E92000001,England,North West,E12000002,359,E08000010,Wigan,Total,State-funded primary,Total,Total,Total,Total,Total,99,27423
202324,Academic year,Local authority,E92000001,England,North West,E12000002,359,E08000010,Wigan,Total,State-funded secondary,Total,Total,Total,Total,Total,19,19972
202324,Academic year,Local authority,E92000001,England,North West,E12000002,359,E08000010,Wigan,Total,State-funded special school,Total,Total,Total,Total,Total,6,1007
202324,Academic year,Local authority,E92000001,England,North West,E12000002,359,E08000010,Wigan,Total,Total,Total,Total,Total,Total,Total,136,48982
202324,Academic year,Local authority,E92000001,England,North West,E12000002,340,E08000011,Knowsley,Total,Independent school,Total,Total,Total,Total,Total,2,34
202324,Academic year,Local authority,E92000001,England,North West,E12000002,340,E08000011,Knowsley,Total,State-funded AP school,Total,Total,Total,Total,Total,1,71
202324,Academic year,Local authority,E92000001,England,North West,E12000002,340,E08000011,Knowsley,Total,State-funded primary,Total,Total,Total,Total,Total,50,14873
202324,Academic year,Local authority,E92000001,England,North West,E12000002,340,E08000011,Knowsley,Total,State-funded secondary,Total,Total,Total,Total,Total,6,5980
202324,Academic year,Local authority,E92000001,England,North West,E12000002,340,E08000011,Knowsley,Total,State-funded special school,Total,Total,Total,Total,Total,4,697
202324,Academic year,Local authority,E92000001,England,North West,E12000002,340,E08000011,Knowsley,Total,Total,Total,Total,Total,Total,Total,63,21655
202324,Academic year,Local authority,E92000001,England,North West,E12000002,341,E08000012,Liverpool,Total,Independent school,Total,Total,Total,Total,Total,16,1306
202324,Academic year,Local authority,E92000001,England,North West,E12000002,341,E08000012,Liverpool,Total,Non-maintained special school,Total,Total,Total,Total,Total,2,134
202324,Academic year,Local authority,E92000001,England,North West,E12000002,341,E08000012,Liverpool,Total,State-funded AP school,Total,Total,Total,Total,Total,4,307
