time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,new_la_code,la_name,sex_of_school_description,phase_type_grouping,type_of_establishment,denomination,admissions_policy,urban_rural,academy_flag,number_of_schools,headcount_of_pupils
202223,Academic year,Local authority,E92000001,England,South East,E12000008,887,E06000035,Medway,Total,State-funded secondary,Total,Total,Total,Total,Total,20,21826
202223,Academic year,Local authority,E92000001,England,South East,E12000008,887,E06000035,Medway,Total,State-funded special school,Total,Total,Total,Total,Total,5,1052
202223,Academic year,Local authority,E92000001,England,South East,E12000008,887,E06000035,Medway,Total,Total,Total,Total,Total,Total,Total,112,51431
202223,Academic year,Local authority,E92000001,England,South East,E12000008,867,E06000036,Bracknell Forest,Total,Independent school,Total,Total,Total,Total,Total,8,3320
202223,Academic year,Local authority,E92000001,England,South East,E12000008,867,E06000036,Bracknell Forest,Total,State-funded AP school,Total,Total,Total,Total,Total,1,24
202223,Academic year,Local authority,E92000001,England,South East,E12000008,867,E06000036,Bracknell Forest,Total,State-funded primary,Total,Total,Total,Total,Total,29,10316
202223,Academic year,Local authority,E92000001,England,South East,E12000008,867,E06000036,Bracknell Forest,Total,State-funded secondary,Total,Total,Total,Total,Total,7,8292
202223,Academic year,Local authority,E92000001,England,South East,E12000008,867,E06000036,Bracknell Forest,Total,State-funded special school,Total,Total,Total,Total,Total,1,198
202223,Academic year,Local authority,E92000001,England,South East,E12000008,867,E06000036,Bracknell Forest,Total,Total,Total,Total,Total,Total,Total,46,22150
202223,Academic year,Local authority,E92000001,England,South East,E12000008,869,E06000037,West Berkshire,Total,Independent school,Total,Total,Total,Total,Total,13,3452
202223,Academic year,Local authority,E92000001,England,South East,E12000008,869,E06000037,West Berkshire,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,202
202223,Academic year,Local authority,E92000001,England,South East,E12000008,869,E06000037,West Berkshire,Total,State-funded AP school,Total,Total,Total,Total,Total,1,55
202223,Academic year,Local authority,E92000001,England,South East,E12000008,869,E06000037,West Berkshire,Total,State-funded nursery,Total,Total,Total,Total,Total,2,229
202223,Academic year,Local authority,E92000001,England,South East,E12000008,869,E06000037,West Berkshire,Total,State-funded primary,Total,Total,Total,Total,Total,67,13546
202223,Academic year,Local authority,E92000001,England,South East,E12000008,869,E06000037,West Berkshire,Total,State-funded secondary,Total,Total,Total,Total,Total,10,12673
202223,Academic year,Local authority,E92000001,England,South East,E12000008,869,E06000037,West Berkshire,Total,State-funded special school,Total,Total,Total,Total,Total,2,413
202223,Academic year,Local authority,E92000001,England,South East,E12000008,869,E06000037,West Berkshire,Total,Total,Total,Total,Total,Total,Total,96,30570
202223,Academic year,Local authority,E92000001,England,South East,E12000008,870,E06000038,Reading,Total,Independent school,Total,Total,Total,Total,Total,11,2943
202223,Academic year,Local authority,E92000001,England,South East,E12000008,870,E06000038,Reading,Total,State-funded AP school,Total,Total,Total,Total,Total,1,74
202223,Academic year,Local authority,E92000001,England,South East,E12000008,870,E06000038,Reading,Total,State-funded nursery,Total,Total,Total,Total,Total,5,405
202223,Academic year,Local authority,E92000001,England,South East,E12000008,870,E06000038,Reading,Total,State-funded primary,Total,Total,Total,Total,Total,40,14246
202223,Academic year,Local authority,E92000001,England,South East,E12000008,870,E06000038,Reading,Total,State-funded secondary,Total,Total,Total,Total,Total,10,9651
202223,Academic year,Local authority,E92000001,England,South East,E12000008,870,E06000038,Reading,Total,State-funded special school,Total,Total,Total,Total,Total,4,343
202223,Academic year,Local authority,E92000001,England,South East,E12000008,870,E06000038,Reading,Total,Total,Total,Total,Total,Total,Total,71,27662
202223,Academic year,Local authority,E92000001,England,South East,E12000008,871,E06000039,Slough,Total,Independent school,Total,Total,Total,Total,Total,7,750
202223,Academic year,Local authority,E92000001,England,South East,E12000008,871,E06000039,Slough,Total,State-funded AP school,Total,Total,Total,Total,Total,1,137
202223,Academic year,Local authority,E92000001,England,South East,E12000008,871,E06000039,Slough,Total,State-funded nursery,Total,Total,Total,Total,Total,5,526
202223,Academic year,Local authority,E92000001,England,South East,E12000008,871,E06000039,Slough,Total,State-funded primary,Total,Total,Total,Total,Total,28,17410
202223,Academic year,Local authority,E92000001,England,South East,E12000008,871,E06000039,Slough,Total,State-funded secondary,Total,Total,Total,Total,Total,15,15610
202223,Academic year,Local authority,E92000001,England,South East,E12000008,871,E06000039,Slough,Total,State-funded special school,Total,Total,Total,Total,Total,2,373
202223,Academic year,Local authority,E92000001,England,South East,E12000008,871,E06000039,Slough,Total,Total,Total,Total,Total,Total,Total,58,34806
202223,Academic year,Local authority,E92000001,England,South East,E12000008,868,E06000040,Windsor and Maidenhead,Total,Independent school,Total,Total,Total,Total,Total,18,5548
202223,Academic year,Local authority,E92000001,England,South East,E12000008,868,E06000040,Windsor and Maidenhead,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,77
202223,Academic year,Local authority,E92000001,England,South East,E12000008,868,E06000040,Windsor and Maidenhead,Total,State-funded AP school,Total,Total,Total,Total,Total,1,25
202223,Academic year,Local authority,E92000001,England,South East,E12000008,868,E06000040,Windsor and Maidenhead,Total,State-funded nursery,Total,Total,Total,Total,Total,3,269
202223,Academic year,Local authority,E92000001,England,South East,E12000008,868,E06000040,Windsor and Maidenhead,Total,State-funded primary,Total,Total,Total,Total,Total,46,10367
202223,Academic year,Local authority,E92000001,England,South East,E12000008,868,E06000040,Windsor and Maidenhead,Total,State-funded secondary,Total,Total,Total,Total,Total,14,11769
202223,Academic year,Local authority,E92000001,England,South East,E12000008,868,E06000040,Windsor and Maidenhead,Total,State-funded special school,Total,Total,Total,Total,Total,2,398
202223,Academic year,Local authority,E92000001,England,South East,E12000008,868,E06000040,Windsor and Maidenhead,Total,Total,Total,Total,Total,Total,Total,85,28453
202223,Academic year,Local authority,E92000001,England,South East,E12000008,872,E06000041,Wokingham,Total,Independent school,Total,Total,Total,Total,Total,11,4245
202223,Academic year,Local authority,E92000001,England,South East,E12000008,872,E06000041,Wokingham,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,85
202223,Academic year,Local authority,E92000001,England,South East,E12000008,872,E06000041,Wokingham,Total,State-funded AP school,Total,Total,Total,Total,Total,2,14
202223,Academic year,Local authority,E92000001,England,South East,E12000008,872,E06000041,Wokingham,Total,State-funded nursery,Total,Total,Total,Total,Total,1,122
202223,Academic year,Local authority,E92000001,England,South East,E12000008,872,E06000041,Wokingham,Total,State-funded primary,Total,Total,Total,Total,Total,55,16230
202223,Academic year,Local authority,E92000001,England,South East,E12000008,872,E06000041,Wokingham,Total,State-funded secondary,Total,Total,Total,Total,Total,10,13012
202223,Academic year,Local authority,E92000001,England,South East,E12000008,872,E06000041,Wokingham,Total,State-funded special school,Total,Total,Total,Total,Total,2,322
202223,Academic year,Local authority,E92000001,England,South East,E12000008,872,E06000041,Wokingham,Total,Total,Total,Total,Total,Total,Total,82,34030
202223,Academic year,Local authority,E92000001,England,South East,E12000008,826,E06000042,Milton Keynes,Total,Independent school,Total,Total,Total,Total,Total,7,1287
202223,Academic year,Local authority,E92000001,England,South East,E12000008,826,E06000042,Milton Keynes,Total,State-funded AP school,Total,Total,Total,Total,Total,2,32
202223,Academic year,Local authority,E92000001,England,South East,E12000008,826,E06000042,Milton Keynes,Total,State-funded nursery,Total,Total,Total,Total,Total,2,117
202223,Academic year,Local authority,E92000001,England,South East,E12000008,826,E06000042,Milton Keynes,Total,State-funded primary,Total,Total,Total,Total,Total,89,27476
202223,Academic year,Local authority,E92000001,England,South East,E12000008,826,E06000042,Milton Keynes,Total,State-funded secondary,Total,Total,Total,Total,Total,15,22638
202223,Academic year,Local authority,E92000001,England,South East,E12000008,826,E06000042,Milton Keynes,Total,State-funded special school,Total,Total,Total,Total,Total,6,907
202223,Academic year,Local authority,E92000001,England,South East,E12000008,826,E06000042,Milton Keynes,Total,Total,Total,Total,Total,Total,Total,121,52457
202223,Academic year,Local authority,E92000001,England,South East,E12000008,846,E06000043,Brighton and Hove,Total,Independent school,Total,Total,Total,Total,Total,15,4224
202223,Academic year,Local authority,E92000001,England,South East,E12000008,846,E06000043,Brighton and Hove,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,37
202223,Academic year,Local authority,E92000001,England,South East,E12000008,846,E06000043,Brighton and Hove,Total,State-funded AP school,Total,Total,Total,Total,Total,1,88
202223,Academic year,Local authority,E92000001,England,South East,E12000008,846,E06000043,Brighton and Hove,Total,State-funded nursery,Total,Total,Total,Total,Total,2,209
202223,Academic year,Local authority,E92000001,England,South East,E12000008,846,E06000043,Brighton and Hove,Total,State-funded primary,Total,Total,Total,Total,Total,52,17748
202223,Academic year,Local authority,E92000001,England,South East,E12000008,846,E06000043,Brighton and Hove,Total,State-funded secondary,Total,Total,Total,Total,Total,10,12952
202223,Academic year,Local authority,E92000001,England,South East,E12000008,846,E06000043,Brighton and Hove,Total,State-funded special school,Total,Total,Total,Total,Total,3,441
202223,Academic year,Local authority,E92000001,England,South East,E12000008,846,E06000043,Brighton and Hove,Total,Total,Total,Total,Total,Total,Total,84,35699
202223,Academic year,Local authority,E92000001,England,South East,E12000008,851,E06000044,Portsmouth,Total,Independent school,Total,Total,Total,Total,Total,4,2404
202223,Academic year,Local authority,E92000001,England,South East,E12000008,851,E06000044,Portsmouth,Total,State-funded primary,Total,Total,Total,Total,Total,46,15945
202223,Academic year,Local authority,E92000001,England,South East,E12000008,851,E06000044,Portsmouth,Total,State-funded secondary,Total,Total,Total,Total,Total,11,11030
202223,Academic year,Local authority,E92000001,England,South East,E12000008,851,E06000044,Portsmouth,Total,State-funded special school,Total,Total,Total,Total,Total,4,667
202223,Academic year,Local authority,E92000001,England,South East,E12000008,851,E06000044,Portsmouth,Total,Total,Total,Total,Total,Total,Total,65,30046
202223,Academic year,Local authority,E92000001,England,South East,E12000008,852,E06000045,Southampton,Total,Independent school,Total,Total,Total,Total,Total,7,1564
202223,Academic year,Local authority,E92000001,England,South East,E12000008,852,E06000045,Southampton,Total,State-funded AP school,Total,Total,Total,Total,Total,2,43
202223,Academic year,Local authority,E92000001,England,South East,E12000008,852,E06000045,Southampton,Total,State-funded nursery,Total,Total,Total,Total,Total,1,104
202223,Academic year,Local authority,E92000001,England,South East,E12000008,852,E06000045,Southampton,Total,State-funded primary,Total,Total,Total,Total,Total,54,19499
202223,Academic year,Local authority,E92000001,England,South East,E12000008,852,E06000045,Southampton,Total,State-funded secondary,Total,Total,Total,Total,Total,13,13420
202223,Academic year,Local authority,E92000001,England,South East,E12000008,852,E06000045,Southampton,Total,State-funded special school,Total,Total,Total,Total,Total,6,869
202223,Academic year,Local authority,E92000001,England,South East,E12000008,852,E06000045,Southampton,Total,Total,Total,Total,Total,Total,Total,83,35499
202223,Academic year,Local authority,E92000001,England,South East,E12000008,921,E06000046,Isle of Wight,Total,Independent school,Total,Total,Total,Total,Total,2,979
202223,Academic year,Local authority,E92000001,England,South East,E12000008,921,E06000046,Isle of Wight,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,92
202223,Academic year,Local authority,E92000001,England,South East,E12000008,921,E06000046,Isle of Wight,Total,State-funded AP school,Total,Total,Total,Total,Total,1,39
202223,Academic year,Local authority,E92000001,England,South East,E12000008,921,E06000046,Isle of Wight,Total,State-funded primary,Total,Total,Total,Total,Total,38,8742
202223,Academic year,Local authority,E92000001,England,South East,E12000008,921,E06000046,Isle of Wight,Total,State-funded secondary,Total,Total,Total,Total,Total,7,7655
202223,Academic year,Local authority,E92000001,England,South East,E12000008,921,E06000046,Isle of Wight,Total,State-funded special school,Total,Total,Total,Total,Total,2,303
202223,Academic year,Local authority,E92000001,England,South East,E12000008,921,E06000046,Isle of Wight,Total,Total,Total,Total,Total,Total,Total,51,17810
202223,Academic year,Local authority,E92000001,England,South East,E12000008,825,E06000060,Buckinghamshire,Total,Independent school,Total,Total,Total,Total,Total,32,8782
202223,Academic year,Local authority,E92000001,England,South East,E12000008,825,E06000060,Buckinghamshire,Total,State-funded AP school,Total,Total,Total,Total,Total,3,84
202223,Academic year,Local authority,E92000001,England,South East,E12000008,825,E06000060,Buckinghamshire,Total,State-funded nursery,Total,Total,Total,Total,Total,2,249
202223,Academic year,Local authority,E92000001,England,South East,E12000008,825,E06000060,Buckinghamshire,Total,State-funded primary,Total,Total,Total,Total,Total,185,45858
202223,Academic year,Local authority,E92000001,England,South East,E12000008,825,E06000060,Buckinghamshire,Total,State-funded secondary,Total,Total,Total,Total,Total,37,41728
202223,Academic year,Local authority,E92000001,England,South East,E12000008,825,E06000060,Buckinghamshire,Total,State-funded special school,Total,Total,Total,Total,Total,10,1676
202223,Academic year,Local authority,E92000001,England,South East,E12000008,825,E06000060,Buckinghamshire,Total,Total,Total,Total,Total,Total,Total,269,98377
202223,Academic year,Local authority,E92000001,England,South East,E12000008,845,E10000011,East Sussex,Total,Independent school,Total,Total,Total,Total,Total,26,6429
202223,Academic year,Local authority,E92000001,England,South East,E12000008,845,E10000011,East Sussex,Total,Non-maintained special school,Total,Total,Total,Total,Total,3,217
202223,Academic year,Local authority,E92000001,England,South East,E12000008,845,E10000011,East Sussex,Total,State-funded AP school,Total,Total,Total,Total,Total,2,47
202223,Academic year,Local authority,E92000001,England,South East,E12000008,845,E10000011,East Sussex,Total,State-funded primary,Total,Total,Total,Total,Total,148,37900
202223,Academic year,Local authority,E92000001,England,South East,E12000008,845,E10000011,East Sussex,Total,State-funded secondary,Total,Total,Total,Total,Total,26,28885
202223,Academic year,Local authority,E92000001,England,South East,E12000008,845,E10000011,East Sussex,Total,State-funded special school,Total,Total,Total,Total,Total,13,1300
202223,Academic year,Local authority,E92000001,England,South East,E12000008,845,E10000011,East Sussex,Total,Total,Total,Total,Total,Total,Total,218,74778
202223,Academic year,Local authority,E92000001,England,South East,E12000008,850,E10000014,Hampshire,Total,Independent school,Total,Total,Total,Total,Total,58,15296
202223,Academic year,Local authority,E92000001,England,South East,E12000008,850,E10000014,Hampshire,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,74
202223,Academic year,Local authority,E92000001,England,South East,E12000008,850,E10000014,Hampshire,Total,State-funded AP school,Total,Total,Total,Total,Total,7,118
202223,Academic year,Local authority,E92000001,England,South East,E12000008,850,E10000014,Hampshire,Total,State-funded nursery,Total,Total,Total,Total,Total,3,306
202223,Academic year,Local authority,E92000001,England,South East,E12000008,850,E10000014,Hampshire,Total,State-funded primary,Total,Total,Total,Total,Total,424,106039
202223,Academic year,Local authority,E92000001,England,South East,E12000008,850,E10000014,Hampshire,Total,State-funded secondary,Total,Total,Total,Total,Total,69,74388
202223,Academic year,Local authority,E92000001,England,South East,E12000008,850,E10000014,Hampshire,Total,State-funded special school,Total,Total,Total,Total,Total,27,3296
202223,Academic year,Local authority,E92000001,England,South East,E12000008,850,E10000014,Hampshire,Total,Total,Total,Total,Total,Total,Total,589,199517
202223,Academic year,Local authority,E92000001,England,South East,E12000008,886,E10000016,Kent,Total,Independent school,Total,Total,Total,Total,Total,94,19402
202223,Academic year,Local authority,E92000001,England,South East,E12000008,886,E10000016,Kent,Total,Non-maintained special school,Total,Total,Total,Total,Total,2,121
202223,Academic year,Local authority,E92000001,England,South East,E12000008,886,E10000016,Kent,Total,State-funded AP school,Total,Total,Total,Total,Total,6,7
202223,Academic year,Local authority,E92000001,England,South East,E12000008,886,E10000016,Kent,Total,State-funded nursery,Total,Total,Total,Total,Total,1,91
202223,Academic year,Local authority,E92000001,England,South East,E12000008,886,E10000016,Kent,Total,State-funded primary,Total,Total,Total,Total,Total,459,130673
202223,Academic year,Local authority,E92000001,England,South East,E12000008,886,E10000016,Kent,Total,State-funded secondary,Total,Total,Total,Total,Total,101,113451
202223,Academic year,Local authority,E92000001,England,South East,E12000008,886,E10000016,Kent,Total,State-funded special school,Total,Total,Total,Total,Total,24,6046
202223,Academic year,Local authority,E92000001,England,South East,E12000008,886,E10000016,Kent,Total,Total,Total,Total,Total,Total,Total,687,269791
202223,Academic year,Local authority,E92000001,England,South East,E12000008,931,E10000025,Oxfordshire,Total,Independent school,Total,Total,Total,Total,Total,53,18203
202223,Academic year,Local authority,E92000001,England,South East,E12000008,931,E10000025,Oxfordshire,Total,Non-maintained special school,Total,Total,Total,Total,Total,2,95
202223,Academic year,Local authority,E92000001,England,South East,E12000008,931,E10000025,Oxfordshire,Total,State-funded AP school,Total,Total,Total,Total,Total,1,8
202223,Academic year,Local authority,E92000001,England,South East,E12000008,931,E10000025,Oxfordshire,Total,State-funded nursery,Total,Total,Total,Total,Total,7,450
202223,Academic year,Local authority,E92000001,England,South East,E12000008,931,E10000025,Oxfordshire,Total,State-funded primary,Total,Total,Total,Total,Total,241,55418
202223,Academic year,Local authority,E92000001,England,South East,E12000008,931,E10000025,Oxfordshire,Total,State-funded secondary,Total,Total,Total,Total,Total,41,43368
202223,Academic year,Local authority,E92000001,England,South East,E12000008,931,E10000025,Oxfordshire,Total,State-funded special school,Total,Total,Total,Total,Total,14,1315
202223,Academic year,Local authority,E92000001,England,South East,E12000008,931,E10000025,Oxfordshire,Total,Total,Total,Total,Total,Total,Total,359,118857
202223,Academic year,Local authority,E92000001,England,South East,E12000008,936,E10000030,Surrey,Total,Independent school,Total,Total,Total,Total,Total,110,41121
202223,Academic year,Local authority,E92000001,England,South East,E12000008,936,E10000030,Surrey,Total,Non-maintained special school,Total,Total,Total,Total,Total,5,460
202223,Academic year,Local authority,E92000001,England,South East,E12000008,936,E10000030,Surrey,Total,State-funded AP school,Total,Total,Total,Total,Total,8,103
202223,Academic year,Local authority,E92000001,England,South East,E12000008,936,E10000030,Surrey,Total,State-funded nursery,Total,Total,Total,Total,Total,4,464
202223,Academic year,Local authority,E92000001,England,South East,E12000008,936,E10000030,Surrey,Total,State-funded primary,Total,Total,Total,Total,Total,299,92406
202223,Academic year,Local authority,E92000001,England,South East,E12000008,936,E10000030,Surrey,Total,State-funded secondary,Total,Total,Total,Total,Total,58,67183
202223,Academic year,Local authority,E92000001,England,South East,E12000008,936,E10000030,Surrey,Total,State-funded special school,Total,Total,Total,Total,Total,25,3063
202223,Academic year,Local authority,E92000001,England,South East,E12000008,936,E10000030,Surrey,Total,Total,Total,Total,Total,Total,Total,509,204800
202223,Academic year,Local authority,E92000001,England,South East,E12000008,938,E10000032,West Sussex,Total,Independent school,Total,Total,Total,Total,Total,43,12116
202223,Academic year,Local authority,E92000001,England,South East,E12000008,938,E10000032,West Sussex,Total,Non-maintained special school,Total,Total,Total,Total,Total,2,181
202223,Academic year,Local authority,E92000001,England,South East,E12000008,938,E10000032,West Sussex,Total,State-funded AP school,Total,Total,Total,Total,Total,2,142
202223,Academic year,Local authority,E92000001,England,South East,E12000008,938,E10000032,West Sussex,Total,State-funded nursery,Total,Total,Total,Total,Total,4,526
202223,Academic year,Local authority,E92000001,England,South East,E12000008,938,E10000032,West Sussex,Total,State-funded primary,Total,Total,Total,Total,Total,228,65080
202223,Academic year,Local authority,E92000001,England,South East,E12000008,938,E10000032,West Sussex,Total,State-funded secondary,Total,Total,Total,Total,Total,40,50775
202223,Academic year,Local authority,E92000001,England,South East,E12000008,938,E10000032,West Sussex,Total,State-funded special school,Total,Total,Total,Total,Total,12,2047
202223,Academic year,Local authority,E92000001,England,South East,E12000008,938,E10000032,West Sussex,Total,Total,Total,Total,Total,Total,Total,331,130867
202223,Academic year,Local authority,E92000001,England,South West,E12000009,800,E06000022,Bath and North East Somerset,Total,Independent school,Total,Total,Total,Total,Total,9,4807
202223,Academic year,Local authority,E92000001,England,South West,E12000009,800,E06000022,Bath and North East Somerset,Total,State-funded primary,Total,Total,Total,Total,Total,65,13562
202223,Academic year,Local authority,E92000001,England,South West,E12000009,800,E06000022,Bath and North East Somerset,Total,State-funded secondary,Total,Total,Total,Total,Total,14,13388
202223,Academic year,Local authority,E92000001,England,South West,E12000009,800,E06000022,Bath and North East Somerset,Total,State-funded special school,Total,Total,Total,Total,Total,3,553
202223,Academic year,Local authority,E92000001,England,South West,E12000009,800,E06000022,Bath and North East Somerset,Total,Total,Total,Total,Total,Total,Total,91,32310
202223,Academic year,Local authority,E92000001,England,South West,E12000009,801,E06000023,"Bristol, City of",Total,Independent school,Total,Total,Total,Total,Total,14,6660
202223,Academic year,Local authority,E92000001,England,South West,E12000009,801,E06000023,"Bristol, City of",Total,State-funded AP school,Total,Total,Total,Total,Total,4,141
202223,Academic year,Local authority,E92000001,England,South West,E12000009,801,E06000023,"Bristol, City of",Total,State-funded nursery,Total,Total,Total,Total,Total,12,1585
202223,Academic year,Local authority,E92000001,England,South West,E12000009,801,E06000023,"Bristol, City of",Total,State-funded primary,Total,Total,Total,Total,Total,104,35890
202223,Academic year,Local authority,E92000001,England,South West,E12000009,801,E06000023,"Bristol, City of",Total,State-funded secondary,Total,Total,Total,Total,Total,22,25051
202223,Academic year,Local authority,E92000001,England,South West,E12000009,801,E06000023,"Bristol, City of",Total,State-funded special school,Total,Total,Total,Total,Total,11,1308
202223,Academic year,Local authority,E92000001,England,South West,E12000009,801,E06000023,"Bristol, City of",Total,Total,Total,Total,Total,Total,Total,167,70635
202223,Academic year,Local authority,E92000001,England,South West,E12000009,802,E06000024,North Somerset,Total,Independent school,Total,Total,Total,Total,Total,4,1015
202223,Academic year,Local authority,E92000001,England,South West,E12000009,802,E06000024,North Somerset,Total,State-funded AP school,Total,Total,Total,Total,Total,1,44
202223,Academic year,Local authority,E92000001,England,South West,E12000009,802,E06000024,North Somerset,Total,State-funded primary,Total,Total,Total,Total,Total,64,17031
202223,Academic year,Local authority,E92000001,England,South West,E12000009,802,E06000024,North Somerset,Total,State-funded secondary,Total,Total,Total,Total,Total,11,14020
202223,Academic year,Local authority,E92000001,England,South West,E12000009,802,E06000024,North Somerset,Total,State-funded special school,Total,Total,Total,Total,Total,4,429
202223,Academic year,Local authority,E92000001,England,South West,E12000009,802,E06000024,North Somerset,Total,Total,Total,Total,Total,Total,Total,84,32539
202223,Academic year,Local authority,E92000001,England,South West,E12000009,803,E06000025,South Gloucestershire,Total,Independent school,Total,Total,Total,Total,Total,5,418
202223,Academic year,Local authority,E92000001,England,South West,E12000009,803,E06000025,South Gloucestershire,Total,State-funded AP school,Total,Total,Total,Total,Total,1,71
202223,Academic year,Local authority,E92000001,England,South West,E12000009,803,E06000025,South Gloucestershire,Total,State-funded primary,Total,Total,Total,Total,Total,93,23492
202223,Academic year,Local authority,E92000001,England,South West,E12000009,803,E06000025,South Gloucestershire,Total,State-funded secondary,Total,Total,Total,Total,Total,16,16940
202223,Academic year,Local authority,E92000001,England,South West,E12000009,803,E06000025,South Gloucestershire,Total,State-funded special school,Total,Total,Total,Total,Total,5,587
202223,Academic year,Local authority,E92000001,England,South West,E12000009,803,E06000025,South Gloucestershire,Total,Total,Total,Total,Total,Total,Total,120,41508
202223,Academic year,Local authority,E92000001,England,South West,E12000009,879,E06000026,Plymouth,Total,Independent school,Total,Total,Total,Total,Total,4,995
202223,Academic year,Local authority,E92000001,England,South West,E12000009,879,E06000026,Plymouth,Total,State-funded AP school,Total,Total,Total,Total,Total,1,221
202223,Academic year,Local authority,E92000001,England,South West,E12000009,879,E06000026,Plymouth,Total,State-funded nursery,Total,Total,Total,Total,Total,2,136
202223,Academic year,Local authority,E92000001,England,South West,E12000009,879,E06000026,Plymouth,Total,State-funded primary,Total,Total,Total,Total,Total,69,20735
202223,Academic year,Local authority,E92000001,England,South West,E12000009,879,E06000026,Plymouth,Total,State-funded secondary,Total,Total,Total,Total,Total,19,17542
202223,Academic year,Local authority,E92000001,England,South West,E12000009,879,E06000026,Plymouth,Total,State-funded special school,Total,Total,Total,Total,Total,7,737
202223,Academic year,Local authority,E92000001,England,South West,E12000009,879,E06000026,Plymouth,Total,Total,Total,Total,Total,Total,Total,102,40366
202223,Academic year,Local authority,E92000001,England,South West,E12000009,880,E06000027,Torbay,Total,Independent school,Total,Total,Total,Total,Total,4,185
202223,Academic year,Local authority,E92000001,England,South West,E12000009,880,E06000027,Torbay,Total,State-funded AP school,Total,Total,Total,Total,Total,1,43
202223,Academic year,Local authority,E92000001,England,South West,E12000009,880,E06000027,Torbay,Total,State-funded primary,Total,Total,Total,Total,Total,31,10413
202223,Academic year,Local authority,E92000001,England,South West,E12000009,880,E06000027,Torbay,Total,State-funded secondary,Total,Total,Total,Total,Total,8,9269
202223,Academic year,Local authority,E92000001,England,South West,E12000009,880,E06000027,Torbay,Total,State-funded special school,Total,Total,Total,Total,Total,3,589
202223,Academic year,Local authority,E92000001,England,South West,E12000009,880,E06000027,Torbay,Total,Total,Total,Total,Total,Total,Total,47,20499
202223,Academic year,Local authority,E92000001,England,South West,E12000009,866,E06000030,Swindon,Total,Independent school,Total,Total,Total,Total,Total,1,77
202223,Academic year,Local authority,E92000001,England,South West,E12000009,866,E06000030,Swindon,Total,State-funded AP school,Total,Total,Total,Total,Total,1,63
202223,Academic year,Local authority,E92000001,England,South West,E12000009,866,E06000030,Swindon,Total,State-funded primary,Total,Total,Total,Total,Total,66,21386
202223,Academic year,Local authority,E92000001,England,South West,E12000009,866,E06000030,Swindon,Total,State-funded secondary,Total,Total,Total,Total,Total,14,14781
202223,Academic year,Local authority,E92000001,England,South West,E12000009,866,E06000030,Swindon,Total,State-funded special school,Total,Total,Total,Total,Total,7,834
202223,Academic year,Local authority,E92000001,England,South West,E12000009,866,E06000030,Swindon,Total,Total,Total,Total,Total,Total,Total,89,37141
202223,Academic year,Local authority,E92000001,England,South West,E12000009,908,E06000052,Cornwall,Total,Independent school,Total,Total,Total,Total,Total,12,2159
202223,Academic year,Local authority,E92000001,England,South West,E12000009,908,E06000052,Cornwall,Total,State-funded AP school,Total,Total,Total,Total,Total,6,110
202223,Academic year,Local authority,E92000001,England,South West,E12000009,908,E06000052,Cornwall,Total,State-funded nursery,Total,Total,Total,Total,Total,2,163
202223,Academic year,Local authority,E92000001,England,South West,E12000009,908,E06000052,Cornwall,Total,State-funded primary,Total,Total,Total,Total,Total,236,42783
202223,Academic year,Local authority,E92000001,England,South West,E12000009,908,E06000052,Cornwall,Total,State-funded secondary,Total,Total,Total,Total,Total,31,31054
202223,Academic year,Local authority,E92000001,England,South West,E12000009,908,E06000052,Cornwall,Total,State-funded special school,Total,Total,Total,Total,Total,4,468
202223,Academic year,Local authority,E92000001,England,South West,E12000009,908,E06000052,Cornwall,Total,Total,Total,Total,Total,Total,Total,291,76737
202223,Academic year,Local authority,E92000001,England,South West,E12000009,420,E06000053,Isles of Scilly,Total,State-funded secondary,Total,Total,Total,Total,Total,1,263
202223,Academic year,Local authority,E92000001,England,South West,E12000009,420,E06000053,Isles of Scilly,Total,Total,Total,Total,Total,Total,Total,1,263
202223,Academic year,Local authority,E92000001,England,South West,E12000009,865,E06000054,Wiltshire,Total,Independent school,Total,Total,Total,Total,Total,28,6113
202223,Academic year,Local authority,E92000001,England,South West,E12000009,865,E06000054,Wiltshire,Total,State-funded primary,Total,Total,Total,Total,Total,202,38421
202223,Academic year,Local authority,E92000001,England,South West,E12000009,865,E06000054,Wiltshire,Total,State-funded secondary,Total,Total,Total,Total,Total,29,31364
202223,Academic year,Local authority,E92000001,England,South West,E12000009,865,E06000054,Wiltshire,Total,State-funded special school,Total,Total,Total,Total,Total,4,917
202223,Academic year,Local authority,E92000001,England,South West,E12000009,865,E06000054,Wiltshire,Total,Total,Total,Total,Total,Total,Total,263,76815
202223,Academic year,Local authority,E92000001,England,South West,E12000009,839,E06000058,"Bournemouth, Christchurch and Poole",Total,Independent school,Total,Total,Total,Total,Total,12,2714
202223,Academic year,Local authority,E92000001,England,South West,E12000009,839,E06000058,"Bournemouth, Christchurch and Poole",Total,Non-maintained special school,Total,Total,Total,Total,Total,3,238
